,AGE,ST004D01T,ST001D01T,ESCS,ICTRES,DURECEC,EXPECEDU,MISCED,IMMIG,PV1MATH,PV1READ,PV1SCIE,PV1MCCR,PV1MCQN,PV1MCSS,PV1MCUD,PV1MPEM,PV1MPFS,PV1MPRE,MATHMOT,MATHEASE,MATHPREF,MATHEFF,MATHEF21,MATHPERS,FAMCON,SDLEFF,COGACRCO,COGACMCO,CURIOAGR,ASSERAGR,COOPAGR,EMOCOAGR,EMPATAGR,PERSEVAGR,STRESAGR
194,16.25,Female,Grade 10,-1.5387,-1.7455,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 3.4,Native student,392.218,405.001,414.204,430.878,392.943,425.818,433.277,367.18,318.499,357.468,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.041,-0.3298,-0.9446,Not Applicable,No Response,-0.2972,-0.4462,-0.2822,Not Applicable,Not Applicable,0.2715,Not Applicable,Not Applicable,Not Applicable
195,16.0,Female,Grade 10,-1.9605,-2.1954,Attended ECEC for at least four but less than five years,ISCED Level 5,ISCED level 3.3,Native student,315.387,262.282,329.096,322.134,273.738,359.27,386.995,319.81,239.212,318.089,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.175,0.7854,2.4154,1.3679,-0.2866,2.2758,1.3795,3.9481,0.1463,Not Applicable,0.4554,Not Applicable,1.1457,Not Applicable
196,15.83,Male,Grade 11,-0.7939,-0.1132,Attended ECEC for at least two but less than three years,ISCED Level 4,ISCED level 5,Native student,447.697,437.573,388.366,388.593,482.214,539.882,433.267,401.441,495.708,449.735,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1005,0.6607,2.2321,1.1517,-1.1052,0.6197,-1.1384,2.5747,-0.1286,0.0167,0.5801,-0.297,0.0176,0.2597
197,16.33,Female,Grade 10,-1.967,-4.1882,Attended ECEC for at least three but less than four years,No Response,ISCED level 3.4,Native student,374.404,292.104,397.221,368.358,362.745,278.157,300.61,398.621,413.182,327.461,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.378,-2.1142,-2.565,No Response,-2.4893,3.0721,2.4212,0.4318,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
198,15.75,Female,Grade 10,-0.8399,3.5867,Attended ECEC for less than a year,No Response,No Response,Native student,306.428,258.757,285.265,314.987,336.56,378.483,265.042,301.324,362.43,305.59,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,Not Applicable,No Response,No Response,Not Applicable,No Response
199,15.42,Female,Grade 9,-0.1766,Not Applicable,Attended ECEC for at least two but less than three years,ISCED Level 5,ISCED level 5,Native student,510.2,449.28,527.121,431.198,486.372,500.63,502.153,487.317,472.652,473.159,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.4246,-0.5607,-0.2247,0.4281,0.6749,1.4065,0.5233,0.1066,0.6213,Not Applicable,-0.1233,0.245,0.3533,-0.6592
200,15.92,Male,Grade 10,1.4233,1.0712,Attended ECEC for at least two but less than three years,ISCED Level 3.4,ISCED level 7,Native student,517.171,539.833,499.339,550.209,507.746,510.546,509.401,476.12,529.692,593.099,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.191,0.7245,0.1469,0.1907,No Response,2.0098,1.0196,-0.638,0.4473,-0.6327,-0.69,-0.1285,-0.2781,1.2222
201,15.42,Female,Invalid,0.1947,Not Applicable,Attended ECEC for at least five but less than six years,ISCED Level 8,ISCED level 5,Native student,435.487,393.273,416.46,441.958,448.897,470.121,421.043,440.904,405.345,355.697,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.9225,-2.1672,-0.2753,-0.8267,No Response,-2.3297,-1.8621,-0.6674,No Response,1.7463,No Response,No Response,-0.7163,No Response
202,16.08,Male,Grade 8,-0.8007,-2.2592,No Response,No Response,ISCED level 6,Native student,293.301,292.65,293.659,334.699,383.301,344.8,328.34,276.966,290.495,286.708,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-0.7356,No Response,Not Applicable,No Response,Not Applicable,-0.672,No Response
203,15.67,Male,Grade 10,-0.1383,Not Applicable,Attended ECEC for at least one but less than two years,ISCED Level 6,ISCED level 4,Invalid,613.079,587.935,622.64,555.519,537.524,552.53,599.783,543.125,525.925,612.071,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.3009,-0.2495,0.7368,0.9763,-0.5118,0.0566,-0.1752,No Response,No Response,No Response,No Response,No Response,No Response,No Response
204,16.25,Male,Grade 8,-0.4817,-1.761,No Response,ISCED Level 6,ISCED level 8,No Response,425.182,273.184,449.909,448.229,464.187,451.519,276.735,455.828,450.277,435.524,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.5345,-0.193,-0.0861,0.0024,-0.4037,-1.2106,-0.1524,-0.7667,-0.517,Not Applicable,-0.3926,-0.9703,-1.6078,1.07
205,15.83,Female,Grade 9,-0.913,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 3.4,ISCED level 3.4,Native student,353.406,339.33,398.395,458.339,410.284,432.966,440.627,352.01,309.263,370.042,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1213,0.2591,0.7048,1.1365,0.1975,2.0098,0.4347,-0.7231,-0.822,1.9793,0.1048,-0.0705,-0.3735,-0.079
206,16.0,Female,Grade 10,-0.5857,-1.8007,Attended ECEC for at least one but less than two years,ISCED level 7 ,ISCED level 4,Native student,375.738,460.33,447.201,378.327,399.513,394.311,317.66,358.506,475.643,393.816,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.6064,0.0262,-0.5381,0.13,1.8279,1.2726,-0.0248,0.6444,Not Applicable,0.4063,0.1283,Not Applicable,-0.1297,Not Applicable
207,15.42,Female,Grade 9,0.3234,-0.4979,Attended ECEC for at least four but less than five years,ISCED Level 6,ISCED level 7,Native student,635.454,575.533,620.091,577.833,585.386,695.92,658.12,599.842,602.747,650.727,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.1183,-0.5451,-0.0784,Not Applicable,0.5606,-0.0034,2.2892,3.0951,-0.0166,1.1505,0.1252,0.6427,-0.2126,0.2334
208,15.5,Male,Grade 10,-0.7506,0.3596,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 2,Native student,405.27,438.315,451.301,342.649,332.909,329.145,371.986,369.053,339.384,335.186,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,-0.5714,-1.1867,Not Applicable,-0.9013,-0.771,-0.468,-0.9048,Not Applicable,Not Applicable,0.8327,Not Applicable,Not Applicable,Not Applicable
209,15.67,Male,Grade 10,-0.8811,Not Applicable,Attended ECEC for at least four but less than five years,ISCED Level 3.4,ISCED level 3.4,Native student,433.549,476.48,521.699,490.654,445.812,434.285,372.898,483.058,472.375,456.712,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.231,-0.4829,1.1493,-0.0512,-1.8164,-0.1936,-0.9877,-0.2741,0.6746,Not Applicable,No Response,-0.273,1.3999,0.4073
210,15.83,Female,Grade 9,No Response,No Response,Attended ECEC for at least two but less than three years,ISCED level 7 ,No Response,Native student,327.463,325.733,329.993,301.929,318.765,295.312,341.042,343.409,288.823,361.684,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.2858,-0.1088,0.0934,-0.0753,-0.0553,-0.45,0.4515,0.3439,-0.6378,0.7698,0.111,Not Applicable,0.6157,-0.6319
211,16.25,Male,Grade 10,-0.0828,Not Applicable,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 6,Native student,517.517,324.563,455.352,564.072,530.007,438.81,439.574,465.131,425.691,536.035,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.0136,-2.0383,2.4115,-1.2225,1.8567,-0.003,0.8405,0.3632,2.302,0.0521,-0.5522,1.5258,1.6953,-0.3411
212,15.33,Female,Grade 10,-2.8111,-1.8874,Attended ECEC for at least two but less than three years,ISCED Level 4,ISCED level 1,Native student,344.608,302.989,310.001,296.791,349.307,337.642,384.343,306.708,298.474,294.256,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.8006,-0.2904,-0.605,Not Applicable,0.2518,0.1147,1.0124,-0.3354,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
213,15.42,Female,Grade 9,-1.5104,-1.0423,Attended ECEC for at least one but less than two years,No Response,ISCED level 3.4,Native student,406.665,406.781,336.43,490.279,329.424,418.777,407.438,414.713,308.55,386.018,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,0.1775,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
214,15.67,Female,Grade 10,1.103,Not Applicable,Attended ECEC for at least three but less than four years,No Response,ISCED level 6,Second-Generation student,555.977,581.442,559.026,499.756,504.658,483.993,492.32,484.571,582.165,476.189,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.8551,0.4009,No Response,No Response,No Response,-0.5042,-0.9098,0.7748,0.2357,0.5624,0.2117,1.0502,-0.1642,-0.2469
215,15.92,Female,Grade 10,0.2674,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 4,Native student,569.14,637.976,600.973,574.807,585.779,599.256,539.425,557.397,600.069,600.433,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.2086,-2.1708,-0.814,-0.7626,No Response,-0.8175,-2.0165,-0.8366,1.8384,-0.1552,-0.5371,-0.1993,-1.492,0.1192
216,15.42,Female,Grade 9,0.056,Not Applicable,Attended ECEC for at least five but less than six years,ISCED Level 6,ISCED level 4,Native student,496.526,522.468,546.705,538.313,495.952,511.572,472.593,594.336,472.986,518.448,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.4543,-0.0894,0.6482,0.6831,0.2409,-0.2119,0.0493,-0.547,-0.5898,-0.0255,-0.3144,-0.059,0.0789,-0.2078
217,16.0,Female,Grade 10,-0.0116,0.0147,Attended ECEC for at least one but less than two years,ISCED Level 6,ISCED level 6,Native student,336.274,399.951,380.649,353.465,348.868,408.369,383.599,315.458,351.697,245.322,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.3781,-0.5394,1.8185,0.5698,No Response,0.5207,0.2108,-0.5658,Not Applicable,Not Applicable,0.1627,Not Applicable,Not Applicable,Not Applicable
218,15.83,Female,Grade 11,0.621,0.6419,Attended ECEC for at least one but less than two years,ISCED Level 3.4,ISCED level 6,Native student,418.123,424.011,484.655,460.112,481.085,383.588,444.267,462.722,468.095,461.786,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.6005,0.2741,0.5722,3.9556,0.1372,0.0572,-0.3196,0.1564,-0.5583,4.8341,1.711,1.4604,1.1195,0.6361
219,15.67,Male,Grade 10,-2.4412,-3.0438,No Response,ISCED Level 8,Less than ISCED Level 1,Native student,393.309,391.225,412.895,446.73,414.962,359.764,342.31,439.315,409.904,391.312,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.3255,-2.1091,-2.6907,-3.6541,-0.9764,-0.1451,-0.4079,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
220,15.42,Female,Grade 9,0.1556,Not Applicable,Attended ECEC for at least two but less than three years,No Response,ISCED level 8,Native student,339.389,373.578,372.687,373.319,407.764,465.051,339.285,297.579,361.648,293.343,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.4545,0.4192,0.04,Not Applicable,No Response,No Response,1.4176,0.3857,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
221,15.5,Female,Ungraded,0.2053,-0.9704,Attended ECEC for at least three but less than four years,ISCED Level 5,ISCED level 2,Native student,419.523,468.596,406.36,473.299,399.877,364.86,395.356,372.101,371.635,357.192,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.3805,-0.6267,-0.0893,-0.0202,1.9139,0.4015,0.5968,1.523,-0.1803,0.7801,-2.0075,1.1311,2.2234,No Response
222,16.0,Female,Grade 9,-1.1161,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 1,Native student,502.091,543.341,518.061,478.712,424.002,485.902,470.863,535.211,501.809,528.572,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.1188,0.7716,2.6196,1.1823,1.0083,0.1148,2.3607,0.3731,0.2906,-0.1218,-0.1909,0.0981,-1.1613,-0.5746
